page,origin,inherited,line,element,name,type,handler,destination,disabled
"CuratedCreateService.jsx","src\components\business\BusinessPublishingGate.jsx","true","194","Input","","","(e) => update('priceExpectation', e.target.value)","",""
"CuratedCreateService.jsx","src\components\business\BusinessPublishingGate.jsx","true","194","Button","'Submitting…' 'Submit advertising request'","button","(event) => void submitManaged(event.currentTarget.form)","","busy"
"CuratedCreateService.jsx","src\components\business\BusinessPublishingGate.jsx","true","197","Button","Back","","onBack","",""
"CuratedCreateService.jsx","src\components\layout\BackButton.jsx","true","16","button","label","button","handleBack","",""
"FAQs.jsx","src\pages\FAQs.jsx","false","71","button","{question}","button","onToggle","",""
"FAQs.jsx","src\pages\FAQs.jsx","false","102","Button","Go back","button","() => goBackOrHome(navigate, '/')","",""
"FAQs.jsx","src\pages\FAQs.jsx","false","121","Button","Contact Support","button","() => navigate('/help/contact')","",""
"ForgotPassword.jsx","src\pages\ForgotPassword.jsx","false","35","Link","Back to log in","","","/login",""
"ForgotPassword.jsx","src\pages\ForgotPassword.jsx","false","45","form","Email address ( <> <Loader2 className=""w-4 h-4 mr-2 animate-spin"" /> Sending... </> ) ( ""Send reset link"" )","","handleSubmit","",""
"ForgotPassword.jsx","src\pages\ForgotPassword.jsx","false","50","Input","you@example.com","email","(e) => setEmail(e.target.value)","",""
"ForgotPassword.jsx","src\pages\ForgotPassword.jsx","false","63","Button","( <> <Loader2 className=""w-4 h-4 mr-2 animate-spin"" /> Sending... </> ) ( ""Send reset link"" )","submit","","","loading"
"ForgotPassword.jsx","src\components\AuthLayout.jsx","true","20","Link","PeekaListing home","","","/",""
"ForgotPassword.jsx","src\components\AuthLayout.jsx","true","23","Link","Back to marketplace","","","/",""
"ForgotPassword.jsx","src\components\AuthLayout.jsx","true","43","Link","Privacy","","","/legal/privacy",""
"ForgotPassword.jsx","src\components\AuthLayout.jsx","true","44","Link","Data protection","","","/legal/data-protection",""
"ForgotPassword.jsx","src\components\AuthLayout.jsx","true","45","Link","Terms","","","/legal/terms",""
"ForgotPassword.jsx","src\components\AuthLayout.jsx","true","46","Link","Cookies","","","/legal/cookies",""
"Home.jsx","src\pages\Home.jsx","false","61","Link","Open notifications","","","/notifications",""
"Home.jsx","src\components\discover\HomePeekRail.jsx","true","127","Button","Retry Peeks","button","() => feed.refetch()","",""
"Home.jsx","src\components\discover\HomePeekRail.jsx","true","152","Button","Retry","button","() => { feed.refetch(); fallback.refetch(); }","",""
"Home.jsx","src\components\discover\HomePeekRail.jsx","true","162","Link","No local Peeks yet Browse every available Peek.","","","/peek",""
"Home.jsx","src\components\discover\HomePeekRail.jsx","true","178","Link","See all","","","/peek",""
"Home.jsx","src\components\discover\HomePeekRail.jsx","true","185","Link","`Open ${item.title}`","","","publicTourDetailPath(item)",""
"Home.jsx","src\components\marketplace\MarketplaceCard.jsx","true","47","Link","`${title}, ${priceLabel}`","","onOpen","to",""
"Home.jsx","src\components\marketplace\MarketplaceCard.jsx","true","82","button","save.active ? 'Remove from saved' : 'Save item'","button","save.onToggle","",""
"Home.jsx","src\components\marketplace\MarketplaceCard.jsx","true","97","Link","`${tourLabel} for ${title}${tourDuration ? `, ${tourDuration}` : ''}`","","","tourTarget",""
"Home.jsx","src\components\marketplace\MarketplaceCard.jsx","true","113","Link","{title} {codeNode}","","onOpen","to",""
"Home.jsx","src\components\marketplace\MarketplaceCard.jsx","true","180","Link","{locationLabel}","","onOpen","to",""
"Home.jsx","src\components\marketplace\MarketplaceCard.jsx","true","187","Link","{locationLabel}","","onOpen","to",""
"Home.jsx","src\components\listings\ContactButtons.jsx","true","90","Button","Existing chats remain available, but new enquiries are closed.","button","","","true"
"Home.jsx","src\components\listings\ContactButtons.jsx","true","199","Button","Contact unavailable","button","","","true"
"Home.jsx","src\components\listings\ContactButtons.jsx","true","225","Sheet","Contact {recipientLabel} Contact the {recipientLabel} Choose how to ask about {listing.title} . Phone numbers and email addresses stay hidden in PeekaListing. They become visible only in the external app you choose to open.","","","",""
"Home.jsx","src\components\listings\ContactButtons.jsx","true","227","Button","`Contact ${recipientLabel} about ${listing.title}`","button","","",""
"Home.jsx","src\components\listings\ContactButtons.jsx","true","250","button","{label} {description}","button","onClick","",""
"Home.jsx","src\components\listings\ContactButtons.jsx","true","267","AlertDialog","{actionCopy.title} {actionCopy.description} Cancel 'Opening…' actionCopy.confirm","","","",""
"Home.jsx","src\components\listings\MessageDialog.jsx","true","51","Dialog","Message seller About {listing.title} Message Plain text only. Do not share passwords, PINs, or payment codes. 'Sending…' <><Send className=""mr-2 h-4 w-4"" />Send message</>","","","",""
"Home.jsx","src\components\listings\MessageDialog.jsx","true","55","form","Message Plain text only. Do not share passwords, PINs, or payment codes. 'Sending…' <><Send className=""mr-2 h-4 w-4"" />Send message</>","","submitMessage","",""
"Home.jsx","src\components\listings\MessageDialog.jsx","true","56","Textarea","`Hi, I'm interested in this ${type === 'property' ? 'property' : type === 'car' ? 'vehicle' : 'equipment'}. Is it still available?`","","(event) => setMessage(event.target.value)","",""
"Home.jsx","src\components\listings\MessageDialog.jsx","true","59","Button","'Sending…' <><Send className=""mr-2 h-4 w-4"" />Send message</>","button","submitMessage","","mutation.isPending"
"Home.jsx","src\components\auth\GuestPromptSheet.jsx","true","16","Dialog","PeekaListing account Sign in to continue Use a free account to {action} . Continue with email New to PeekaListing? Create an account By continuing, you agree to the Terms and acknowledge the Privacy Policy .","","","",""
"Home.jsx","src\components\auth\GuestPromptSheet.jsx","true","27","Button","Continue with email","button","() => {
              onClose();
              navigate(createLoginPath(safeReturnTo), { state: { returnTo: safeReturnTo } });
            }","",""
"Home.jsx","src\components\auth\GuestPromptSheet.jsx","true","42","button","Create an account","button","() => {
              onClose();
              navigate(createRegisterPath(safeReturnTo), { state: { returnTo: safeReturnTo } });
            }","",""
"Home.jsx","src\components\auth\GuestPromptSheet.jsx","true","54","Link","Terms","","onClose","/legal/terms",""
"Home.jsx","src\components\auth\GuestPromptSheet.jsx","true","54","Link","Privacy Policy","","onClose","/legal/privacy",""
"Home.jsx","src\components\auth\GuestPromptSheet.jsx","true","74","Button","Join","button","() => navigate(createRegisterPath(returnTo), { state: { returnTo } })","",""
"Home.jsx","src\components\auth\GuestPromptSheet.jsx","true","77","button","Dismiss account prompt","button","() => setDismissed(true)","",""
"Home.jsx","src\components\auth\GoogleAuthButton.jsx","true","40","Button","'Connecting to Google…' label","button","continueWithGoogle","","loading"
"Home.jsx","src\components\discover\DiscoverSearch.jsx","true","26","form","Search","","submit","",""
"Home.jsx","src\components\discover\DiscoverSearch.jsx","true","28","Input","Search PeekaListing","search","(event) => setQuery(event.target.value)","",""
"Home.jsx","src\components\discover\DiscoverSearch.jsx","true","37","button","Search","submit","","",""
"Home.jsx","src\components\discover\DiscoverMapView.jsx","true","75","button","Close listing preview","button","onClose","",""
"Home.jsx","src\components\discover\DiscoverMapView.jsx","true","78","button","( <img src={image(item)} alt="""" loading=""eager"" decoding=""async"" className=""h-full w-full object-cover"" /> ) ( <span className=""flex h-full items-center justify-center""><ImageOff className=""h-6 w-6 text-muted-foreground"" /></span> ) {visual.label} {item.title} 'View service' 'View listing'","button","onOpen","",""
"Home.jsx","src\components\discover\DiscoverMapView.jsx","true","313","button","{visual.label}","button","() => setCategory(active ? 'all' : key)","",""
"Home.jsx","src\components\discover\DiscoverHeader.jsx","true","19","Sheet","Choose a location Choose a Zimbabwe city, town, village, suburb, or neighbourhood to narrow results.","","","",""
"Home.jsx","src\components\discover\DiscoverHeader.jsx","true","21","button","`Change location${location?.cityName ? `, currently ${location.cityName}` : ''}`","button","","",""
"Home.jsx","src\components\discover\DiscoverHeader.jsx","true","41","button","Browse all locations","button","() => { onLocationChange(null); setOpen(false); }","",""
"Home.jsx","src\components\location\LocationSelector.jsx","true","36","Select","","","onChange","","disabled || isError"
"Home.jsx","src\components\location\LocationSelector.jsx","true","37","SelectTrigger","","","","",""
"Home.jsx","src\components\location\LocationSelector.jsx","true","51","button","Retry","button","() => refetch()","",""
"Home.jsx","src\components\location\LocationSelector.jsx","true","180","button","<Loader2 className=""h-4 w-4 animate-spin"" /> <LocateFixed className=""h-4 w-4"" /> 'Matching your nearest place…' 'Use my current location'","button","() => setPermissionOpen(true)","","locating"
"Home.jsx","src\components\location\LocationSelector.jsx","true","196","Select","","","handleCountrySelect","","countriesQuery.isLoading || countriesQuery.isError || locating"
"Home.jsx","src\components\location\LocationSelector.jsx","true","197","SelectTrigger","","","","",""
"Home.jsx","src\components\location\LocationSelector.jsx","true","210","Select","","","handleStateSelect","","!country || statesQuery.isLoading || statesQuery.isError || locating"
"Home.jsx","src\components\location\LocationSelector.jsx","true","211","SelectTrigger","","","","",""
"Home.jsx","src\components\location\LocationSelector.jsx","true","234","button","Retry","button","() => Promise.all([countriesQuery.refetch(), country ? statesQuery.refetch() : null])","",""
"Home.jsx","src\components\location\LocationSelector.jsx","true","245","a","GeoNames","","","https://www.geonames.org/",""
"Home.jsx","src\components\location\LocationSelector.jsx","true","245","a","geoBoundaries","","","https://www.geoboundaries.org/",""
"Home.jsx","src\components\location\PlaceSearchCombobox.jsx","true","67","Input","parentId ? 'Search every registered place…' : 'Choose a province or state first'","search","handleSearchChange","","!parentId || disabled"
"Home.jsx","src\components\location\PlaceSearchCombobox.jsx","true","93","button","{place.name} ` · ${Number(place.population).toLocaleString()} people` '' <Check className=""h-4 w-4 shrink-0 text-primary"" aria-hidden=""true"" /> null","button","() => choosePlace(place)","",""
"Home.jsx","src\components\location\PlaceSearchCombobox.jsx","true","118","button","Retry","button","() => placesQuery.refetch()","",""
"Home.jsx","src\components\location\LocationPermissionDialog.jsx","true","15","AlertDialog","Use your location once? PeekaListing will ask your browser for your device location and use it once to suggest your country, province or state, and nearest registered place. Your coordinates are sent to PeekaListing’s location service for this lookup, but are not added to your profile or saved in this browser. Only the suggested public country, region, and place may be remembered on this device, and you can change or clear them. This never saves your coordinates. PeekaListing currently serves Zimbabwe marketplace locations, which you can choose manually if your device is elsewhere. Not now Allow once","","","",""
"Home.jsx","src\components\discover\DiscoverCategoryCard.jsx","true","16","Link","`Browse ${label}`","","","to",""
"Inquiries.jsx","src\pages\Inquiries.jsx","false","66","button","Back to profile","button","() => navigate('/profile')","",""
"Inquiries.jsx","src\pages\Inquiries.jsx","false","79","Input","Search chats or listings","","(event) => setSearch(event.target.value)","",""
"Inquiries.jsx","src\pages\Inquiries.jsx","false","81","button","'Unread' 'All'","button","() => setUnreadOnly((value) => !value)","",""
"Inquiries.jsx","src\pages\Inquiries.jsx","false","84","Button","Try again","button","() => inboxQuery.refetch()","",""
"Inquiries.jsx","src\pages\Inquiries.jsx","false","93","Button","Browse listings","button","() => navigate('/search')","",""
"Inquiries.jsx","src\pages\Inquiries.jsx","false","98","Button","<><Loader2 className=""h-4 w-4 animate-spin"" /> Loading</> 'Load more chats'","button","() => inboxQuery.fetchNextPage()","","inboxQuery.isFetchingNextPage"
"Inquiries.jsx","src\pages\Inquiries.jsx","false","112","button","<img src={conversation.listing_photo} alt="""" loading=""lazy"" decoding=""async"" className=""h-full w-full object-cover"" /> <div className=""flex h-full items-center justify-center""><ImageOff className=""h-5 w-5 text-muted-foreground"" /></div> {conversation.other_user_name} {timestamp} {conversation.listing_title} {conversation.last_message}","button","onOpen","",""
"Inquiries.jsx","src\components\messaging\ConversationThread.jsx","true","250","Button","Back to messages","button","onBack","",""
"Inquiries.jsx","src\components\messaging\ConversationThread.jsx","true","251","Button","Back to messages","button","onBack","",""
"Inquiries.jsx","src\components\messaging\ConversationThread.jsx","true","271","Button","Back to messages","button","onBack","",""
"Inquiries.jsx","src\components\messaging\ConversationThread.jsx","true","277","DropdownMenuTrigger","","","","",""
"Inquiries.jsx","src\components\messaging\ConversationThread.jsx","true","278","Button","Conversation options","button","","",""
"Inquiries.jsx","src\components\messaging\ConversationThread.jsx","true","288","Link","`View ${conversation.listing_title}`","","","listingPath(conversation)",""
"Inquiries.jsx","src\components\messaging\ConversationThread.jsx","true","293","Link","{conversation.listing_title}","","","listingPath(conversation)",""
"Inquiries.jsx","src\components\messaging\ConversationThread.jsx","true","298","Link","Peek ` · ${durationLabel(conversation.tour_duration_seconds)}` ''","","","listingPath(conversation, true)",""
"Inquiries.jsx","src\components\messaging\ConversationThread.jsx","true","301","Button","View listing","","","",""
"Inquiries.jsx","src\components\messaging\ConversationThread.jsx","true","301","Link","","","","listingPath(conversation)",""
"Inquiries.jsx","src\components\messaging\ConversationThread.jsx","true","310","Button","<><Loader2 className=""h-4 w-4 animate-spin"" /> Loading</> 'Load older messages'","button","loadOlder","","messagesQuery.isFetchingNextPage"
"Inquiries.jsx","src\components\messaging\ConversationThread.jsx","true","329","form","Message <div className=""h-4 w-4 animate-spin rounded-full border-2 border-primary-foreground/30 border-t-primary-foreground"" /> <Send className=""h-4 w-4"" />","","submitMessage","",""
"Inquiries.jsx","src\components\messaging\ConversationThread.jsx","true","331","Textarea","Write a message","","(event) => setText(event.target.value)","",""
"Inquiries.jsx","src\components\messaging\ConversationThread.jsx","true","332","Button","Send message","button","submitMessage","","sendMutation.isPending"
"Inquiries.jsx","src\components\messaging\ConversationThread.jsx","true","339","Dialog","'Unblock conversation?' 'Block conversation?' 'Both participants can send again unless the other participant has also blocked the conversation.' 'Neither participant can send while either side has a block in place. Existing messages remain visible.' 'Saving…' conversation.blocked_by_me ? 'Unblock' : 'Block'","","","",""
"Inquiries.jsx","src\components\messaging\ConversationThread.jsx","true","339","Button","'Saving…' conversation.blocked_by_me ? 'Unblock' : 'Block'","button","() => blockMutation.mutate(!conversation.blocked_by_me)","","blockMutation.isPending"
"Inquiries.jsx","src\components\messaging\ConversationThread.jsx","true","341","Dialog","Report conversation Reason Spam Scam or fraud Harassment Unsafe behaviour Other Details (optional) 'Submitting…' 'Submit report'","","","",""
"Inquiries.jsx","src\components\messaging\ConversationThread.jsx","true","341","Select","Spam Scam or fraud Harassment Unsafe behaviour Other","","setReportReason","",""
"Inquiries.jsx","src\components\messaging\ConversationThread.jsx","true","341","SelectTrigger","","","","",""
"Inquiries.jsx","src\components\messaging\ConversationThread.jsx","true","341","Textarea","","","(event) => setReportDetails(event.target.value)","",""
"Inquiries.jsx","src\components\messaging\ConversationThread.jsx","true","341","Button","'Submitting…' 'Submit report'","button","() => reportMutation.mutate()","","reportMutation.isPending"
"LegalPage.jsx","src\pages\LegalPage.jsx","false","48","Link","Back to PeekaListing","","","/",""
"LegalPage.jsx","src\pages\LegalPage.jsx","false","61","Link","{label} {description}","","","`/legal/${slug}`",""
"LegalPage.jsx","src\pages\LegalPage.jsx","false","84","Button","Return home","","","",""
"LegalPage.jsx","src\pages\LegalPage.jsx","false","84","Link","Return home","","","/",""
"LegalPage.jsx","src\pages\LegalPage.jsx","false","91","Link","All legal documents","","","/legal",""
"LegalPage.jsx","src\pages\LegalPage.jsx","false","128","Button","Contact Support","","","",""
"LegalPage.jsx","src\pages\LegalPage.jsx","false","128","Link","Contact Support","","","/help/contact",""
"Login.jsx","src\pages\Login.jsx","false","61","Link","Create one","","","createRegisterPath(returnTo)",""
"Login.jsx","src\pages\Login.jsx","false","68","Button","'Connecting to Google...' 'Continue with Google'","","() => handleOAuth('google')","","loading || Boolean(oauthProvider)"
"Login.jsx","src\pages\Login.jsx","false","75","Button","'Connecting to Apple...' 'Continue with Apple'","","() => handleOAuth('apple')","","loading || Boolean(oauthProvider)"
"Login.jsx","src\pages\Login.jsx","false","90","form","Email Password Forgot password? <><Loader2 className=""h-4 w-4 animate-spin"" /> Logging in...</> 'Log in'","","handleSubmit","",""
"Login.jsx","src\pages\Login.jsx","false","95","Input","you@example.com","email","(event) => setEmail(event.target.value)","",""
"Login.jsx","src\pages\Login.jsx","false","101","Link","Forgot password?","","","/forgot-password",""
"Login.jsx","src\pages\Login.jsx","false","105","Input","Password","password","(event) => setPassword(event.target.value)","",""
"Login.jsx","src\pages\Login.jsx","false","108","Button","<><Loader2 className=""h-4 w-4 animate-spin"" /> Logging in...</> 'Log in'","submit","","","loading || Boolean(oauthProvider)"
"Login.jsx","src\components\AuthLayout.jsx","true","20","Link","PeekaListing home","","","/",""
"Login.jsx","src\components\AuthLayout.jsx","true","23","Link","Back to marketplace","","","/",""
"Login.jsx","src\components\AuthLayout.jsx","true","43","Link","Privacy","","","/legal/privacy",""
"Login.jsx","src\components\AuthLayout.jsx","true","44","Link","Data protection","","","/legal/data-protection",""
"Login.jsx","src\components\AuthLayout.jsx","true","45","Link","Terms","","","/legal/terms",""
"Login.jsx","src\components\AuthLayout.jsx","true","46","Link","Cookies","","","/legal/cookies",""
"MachineryDetail.jsx","src\components\listings\ListingDetailLayout.jsx","true","31","Button","Try again","button","onRetry","",""
"MachineryDetail.jsx","src\components\listings\ListingDetailLayout.jsx","true","44","Link","Browse more","","","fallback",""
"MachineryDetail.jsx","src\components\listings\ListingDetailLayout.jsx","true","68","Link","{content}","","","`/seller/${encodeURIComponent(sellerId)}`",""
"MachineryDetail.jsx","src\components\layout\BackButton.jsx","true","16","button","label","button","handleBack","",""
"MachineryDetail.jsx","src\components\listings\ListingDetailTabs.jsx","true","114","button","'Read less' 'Read more'","button","() => setExpanded((value) => !value)","",""
"MachineryDetail.jsx","src\components\listings\ListingDetailTabs.jsx","true","164","a","Open in Google Maps","","","mapsUrl",""
"MachineryDetail.jsx","src\components\listings\ListingDetailTabs.jsx","true","224","Link","{profile}","","","resolvedProfilePath",""
"MachineryDetail.jsx","src\components\listings\ListingDetailTabs.jsx","true","228","Link","{profileLabel}","","","resolvedProfilePath",""
"MachineryDetail.jsx","src\components\search\SearchResultsMap.jsx","true","109","button","Close listing preview","button","onClose","",""
"MachineryDetail.jsx","src\components\search\SearchResultsMap.jsx","true","112","button","( <img src={image} alt="""" loading=""eager"" decoding=""async"" className=""h-full w-full object-cover"" /> ) ( <span className=""flex h-full items-center justify-center""><ImageOff className=""h-6 w-6 text-muted-foreground"" /></span> ) {visual.label} {item.title} 'View service' 'View listing'","button","onOpen","",""
"MachineryDetail.jsx","src\components\search\SearchResultsMap.jsx","true","340","button","Retry","button","() => setRetryKey((value) => value + 1)","",""
"MachineryDetail.jsx","src\components\search\SearchResultsMap.jsx","true","355","Link","{listing.title}","","","detailPath(listing, type)",""
"MachineryDetail.jsx","src\components\listings\VariantSelector.jsx","true","19","button","`Select ${v.label || `option ${i + 1}`} for ${format(Number(v.price))}`","button","() => onSelect(i)","",""
"MachineryDetail.jsx","src\components\listings\ReportListingDialog.jsx","true","60","button","""You reported this listing"" ""Report this listing""","button","handleOpen","",""
"MachineryDetail.jsx","src\components\listings\ReportListingDialog.jsx","true","69","Dialog","Report Listing ( <div className=""flex flex-col items-center py-6 gap-3 text-center""> <CheckCircle2 className=""w-10 h-10 text-primary"" /> <p className=""font-medium"">Report received</p> <p className=""text-sm text-muted-foreground""> Our team will review this listing and take appropriate action. </p> <Button type=""button"" variant=""outline"" className=""rounded-xl w-full"" onClick={() => setOpen(false)}> Close </Button> </div> ) ( <div className=""space-y-4""> {listing?.title && ( <p className=""text-xs text-muted-foreground bg-muted/50 rounded-lg px-3 py-2 truncate""> {listing.title} </p> )} <div> <Label htmlFor=""listing-report-reason"" className=""text-xs font-medium"">Reason *</Label> <Select value={reason} onValueChange={setReason}> <SelectTrigger id=""listing-report-reason"" className=""mt-1 rounded-xl""> <SelectValue placeholder=""Select a reason"" /> </SelectTrigger> <SelectContent className=""z-[99999]""> <SelectItem value=""fake"">Fake / Misleading</SelectItem> <SelectItem value=""scam"">Scam / Fraud</SelectItem> <SelectItem value=""duplicate"">Duplicate listing</SelectItem> <SelectItem value=""wrong_price"">Wrong / Suspicious price</SelectItem> <SelectItem value=""inappropriate"">Inappropriate content</SelectItem> <SelectItem value=""other"">Other</SelectItem> </SelectContent> </Select> </div> <div> <Label htmlFor=""listing-report-details"" className=""text-xs font-medium"">Details <span className=""text-muted-foreground"">(optional)</span></Label> <Textarea id=""listing-report-details"" maxLength={2000} className=""mt-1 rounded-xl resize-none"" rows={3} placeholder=""Provide more details to help our team..."" value={description} onChange={e => setDescription(e.target.value)} /> </div> <div className=""flex gap-2""> <Button type=""button"" onClick={() => reportMutation.mutate()} disabled={!reason || reportMutation.isPending} className=""flex-1 rounded-xl"" > {reportMutation.isPending ? ""Submitting..."" : ""Submit Report""} </Button> <Button type=""button"" variant=""ghost"" className=""rounded-xl"" onClick={() => setOpen(false)}> Cancel </Button> </div> </div> )","","","",""
"MachineryDetail.jsx","src\components\listings\ReportListingDialog.jsx","true","82","Button","Close","button","() => setOpen(false)","",""
"MachineryDetail.jsx","src\components\listings\ReportListingDialog.jsx","true","95","Select","Fake / Misleading Scam / Fraud Duplicate listing Wrong / Suspicious price Inappropriate content Other","","setReason","",""
"MachineryDetail.jsx","src\components\listings\ReportListingDialog.jsx","true","96","SelectTrigger","","","","",""
"MachineryDetail.jsx","src\components\listings\ReportListingDialog.jsx","true","111","Textarea","Provide more details to help our team...","","e => setDescription(e.target.value)","",""
"MachineryDetail.jsx","src\components\listings\ReportListingDialog.jsx","true","122","Button","""Submitting..."" ""Submit Report""","button","() => reportMutation.mutate()","","!reason || reportMutation.isPending"
"MachineryDetail.jsx","src\components\listings\ReportListingDialog.jsx","true","130","Button","Cancel","button","() => setOpen(false)","",""
"MachineryDetail.jsx","src\components\auth\GuestPromptSheet.jsx","true","16","Dialog","PeekaListing account Sign in to continue Use a free account to {action} . Continue with email New to PeekaListing? Create an account By continuing, you agree to the Terms and acknowledge the Privacy Policy .","","","",""
"MachineryDetail.jsx","src\components\auth\GuestPromptSheet.jsx","true","27","Button","Continue with email","button","() => {
              onClose();
              navigate(createLoginPath(safeReturnTo), { state: { returnTo: safeReturnTo } });
            }","",""
"MachineryDetail.jsx","src\components\auth\GuestPromptSheet.jsx","true","42","button","Create an account","button","() => {
              onClose();
              navigate(createRegisterPath(safeReturnTo), { state: { returnTo: safeReturnTo } });
            }","",""
"MachineryDetail.jsx","src\components\auth\GuestPromptSheet.jsx","true","54","Link","Terms","","onClose","/legal/terms",""
"MachineryDetail.jsx","src\components\auth\GuestPromptSheet.jsx","true","54","Link","Privacy Policy","","onClose","/legal/privacy",""
"MachineryDetail.jsx","src\components\auth\GuestPromptSheet.jsx","true","74","Button","Join","button","() => navigate(createRegisterPath(returnTo), { state: { returnTo } })","",""
"MachineryDetail.jsx","src\components\auth\GuestPromptSheet.jsx","true","77","button","Dismiss account prompt","button","() => setDismissed(true)","",""
"MachineryDetail.jsx","src\components\auth\GoogleAuthButton.jsx","true","40","Button","'Connecting to Google…' label","button","continueWithGoogle","","loading"
"MachineryDetail.jsx","src\components\listings\PriceBreakdown.jsx","true","37","button","Price Breakdown Total est.","button","() => setOpen(o => !o)","",""
"MachineryDetail.jsx","src\components\listings\MakeOfferButton.jsx","true","14","button","Open to offers","button","() => setOpen(true)","",""
"MachineryDetail.jsx","src\components\listings\MakeOfferButton.jsx","true","21","Dialog","Making an Offer This seller is open to offers below the listed price. Use the contact options to send the seller your proposed price. Any offer is non-binding and subject to seller acceptance. Always inspect the item in person before paying. PeekaListing does not handle payments between buyers and sellers. Got it","","","",""
"MachineryDetail.jsx","src\components\listings\MakeOfferButton.jsx","true","42","Button","Got it","","() => setOpen(false)","",""
"MachineryDetail.jsx","src\components\peekThreads\PeekThreadsSection.jsx","true","201","Button","Request a Peek","button","() => runGuarded('request a Peek', () => setComposerOpen((open) => !open))","",""
"MachineryDetail.jsx","src\components\peekThreads\PeekThreadsSection.jsx","true","217","button","{suggestion.body}","button","() => { setCategory(suggestion.category); setBody(suggestion.body); }","",""
"MachineryDetail.jsx","src\components\peekThreads\PeekThreadsSection.jsx","true","235","Button","Cancel","button","() => setComposerOpen(false)","",""
"MachineryDetail.jsx","src\components\peekThreads\PeekThreadsSection.jsx","true","236","Button","{duplicateActionLabel}","button","submitRequest","","createMutation.isPending || supportMutation.isPending"
"MachineryDetail.jsx","src\components\peekThreads\PeekThreadsSection.jsx","true","245","button","{entry.label}","button","() => setActiveFilter(index)","",""
"MachineryDetail.jsx","src\components\peekThreads\PeekThreadsSection.jsx","true","250","Button","Try again","button","() => threadQuery.refetch()","",""
"MachineryDetail.jsx","src\components\peekThreads\PeekThreadsSection.jsx","true","255","Button","<><Loader2 className=""mr-2 h-4 w-4 animate-spin"" />Loading</> 'Load more requests'","button","() => threadQuery.fetchNextPage()","","threadQuery.isFetchingNextPage"
"MachineryDetail.jsx","src\components\peekThreads\PeekThreadsSection.jsx","true","262","AlertDialog","Decline this Peek Request? Give buyers a short, useful reason. The request will no longer appear publicly as awaiting your response. Reason {declineReason.trim().length} /280 Cancel <><Loader2 className=""mr-2 h-4 w-4 animate-spin"" />Declining</> 'Decline request'","","","",""
"MachineryDetail.jsx","src\components\peekThreads\PeekThreadsSection.jsx","true","294","Button","<CheckCircle2 className=""mr-2 h-4 w-4"" /> <ThumbsUp className=""mr-2 h-4 w-4"" /> 'Interested' 'I want this too'","button","onSupport","","busy"
"MachineryDetail.jsx","src\components\peekThreads\PeekThreadsSection.jsx","true","299","Button","Decline","button","onDecline","","busy"
"MachineryDetail.jsx","src\components\peekThreads\PeekThreadsSection.jsx","true","300","Button","Record response","button","() => window.location.assign(`/peek-requests?request=${encodeURIComponent(item.requestId)}`)","",""
"MachineryDetail.jsx","src\components\peekThreads\ResponsePeekWatchButton.jsx","true","42","Button","<Loader2 className=""mr-2 h-4 w-4 animate-spin"" /> <Eye className=""mr-2 h-4 w-4"" /> Watch Peek","button","load","","loading"
"MachineryDetail.jsx","src\components\peekThreads\ResponsePeekWatchButton.jsx","true","55","button","Close Response Peek","button","() => setOpen(false)","",""
"MachineryDetail.jsx","src\components\peekThreads\ResponsePeekWatchButton.jsx","true","78","Button","Try again","button","load","",""
"MachineryDetail.jsx","src\components\listings\ListingRecommendations.jsx","true","329","Button","Retry","button","() => query.refetch()","",""
"MachineryDetail.jsx","src\components\listings\ListingRecommendations.jsx","true","350","Button","Retry","button","() => query.refetch()","",""
"MachineryDetail.jsx","src\components\services\ServiceCard.jsx","true","79","Link","( <img src={service.photos[0]} alt={service.title} loading=""lazy"" decoding=""async"" className=""h-full w-full object-cover transition-transform duration-500 hover:scale-[1.035]"" /> ) ( <span className=""flex h-full w-full items-center justify-center text-muted-foreground""><ImageOff className=""h-6 w-6"" /></span> ) {service.title} {priceLabel} View","","onOpen","`/service/${service.id}`",""
"MachineryDetail.jsx","src\components\marketplace\MarketplaceCard.jsx","true","47","Link","`${title}, ${priceLabel}`","","onOpen","to",""
"MachineryDetail.jsx","src\components\marketplace\MarketplaceCard.jsx","true","82","button","save.active ? 'Remove from saved' : 'Save item'","button","save.onToggle","",""
"MachineryDetail.jsx","src\components\marketplace\MarketplaceCard.jsx","true","97","Link","`${tourLabel} for ${title}${tourDuration ? `, ${tourDuration}` : ''}`","","","tourTarget",""
"MachineryDetail.jsx","src\components\marketplace\MarketplaceCard.jsx","true","113","Link","{title} {codeNode}","","onOpen","to",""
"MachineryDetail.jsx","src\components\marketplace\MarketplaceCard.jsx","true","180","Link","{locationLabel}","","onOpen","to",""
"MachineryDetail.jsx","src\components\marketplace\MarketplaceCard.jsx","true","187","Link","{locationLabel}","","onOpen","to",""
"MachineryDetail.jsx","src\components\listings\ContactButtons.jsx","true","90","Button","Existing chats remain available, but new enquiries are closed.","button","","","true"
"MachineryDetail.jsx","src\components\listings\ContactButtons.jsx","true","199","Button","Contact unavailable","button","","","true"
"MachineryDetail.jsx","src\components\listings\ContactButtons.jsx","true","225","Sheet","Contact {recipientLabel} Contact the {recipientLabel} Choose how to ask about {listing.title} . Phone numbers and email addresses stay hidden in PeekaListing. They become visible only in the external app you choose to open.","","","",""
